1. Universidad,2. Carrera,3. Semestre,4. ¿Cuántas veces comes al día?,5. ¿Cada cuánto tiempo comes comida rápida por semana?,6. ¿Cual es el tipo de desayuno que prefiere?(Parte liquida),7. Bebida Preferida,8. Snack preferidos,9. ¿Cual es su marca preferida de Galletas?,10. Marca de productos lácteos preferida,11. Consume Suplementos Alimenticios,12. Cual considera su Temperamento,13. ¿Te sientes cómodo con personas que sabes que tienen más conocimiento?,"14. Tienes intención de comprarte un traje o vestido nuevo y el encargado de ventas, te pregunta si vas a algún lugar o evento especial. ¿Cómo reaccionas?","15. No te dio tiempo a cenar y te mueres de hambre, pero estás en la casa de tu amigo. Su madre está cocinando y huele... tremendamente apetitoso. ¿Dices algo?","16. ¿Qué número es la décima parte de la cuarta parte de la quinta parte de la mitad de 12,000?","17. ¿Cuál es el número de 4 dígitos? El primer digito es una quinta parte del ultimo, y el segundo y tercero conforman un solo número, producto de la multiplicación del ultimo por 3.","18. ¿Qué relación hay entre Pilar y Valeria? Pilar fue a visitar a Valeria. Pilar es la única hija de la única hija de la suegra de Fernando, el marido de Valeria.",19. Un negociante compra café por 1200€ y lo vende por 1500€. Por cada saco de café gana un beneficio de 50€. ¿Cuántos sacos de café tenía?,"20. ¿Qué número completa la secuencia? 1, 2, 4, 7, 11, _, 22",21. ¿Quién finalizó último en la carrera? Ni A ni E salieron últimos. Pero B venció a C y C lo hizo con D. E derroto a F y D venció a E.
Instituto Militar (COL. MIL.  E.N.M. COL. MIL. AV. ),Ejercito ,SEXTO,4 veces,Entre 5 o 6 días,Cereales en Lacteos,"Jugos frutales (Ades, Frutall, etc)",Palitos de Tarwi,"Mabel (Waflers, saladitas, etc)",GLORIA,Si,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,Le pregunto si tiene algo de comer pues estoy hambriento.,45,1190,Pilar es sobrina de Valeria,30,17,C
Escuela Militar de Ingenieria,"Facultad de ciencias Quimicas(Ing. Petrolera, Quimica)",SEXTO,4 veces,Entre 5 o 6 días,Cereales en Lacteos,"Jugos frutales (Ades, Frutall, etc)",Nachos,Oreo,NORDLAND,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,No me involucro en una conversación personal con personas que no conozco.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,45,1155,Pilar es prima de Valeria,30,19,B
Universidad Catolica Boliviana,"FAC. CIENCIAS ECONÓMICAS (Ing. Comercial, Economía, Contaduría Publica, etc)",SEGUNDO,4 veces,Entre 3 o 4 días,Lacteos,"Jugos frutales (Ades, Frutall, etc)","Chupetes(Yogeta, Bombombun,etc.)",Toddy,PIL,Si,SANGUINEO.,"Sí, siempre; quiero aprender de sus experiencias y de todo lo que saben.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,45,1190,Pilar es prima de Valeria,No se puede saber,16,B
Escuela Militar de Ingenieria,"FAC. DE CIENCIAS DE LA TIERRA (Ing. Civil, Geográfica, etc.)",SEPTIMO,3 veces,Entre 3 o 4 días,Cafe,"Jugos frutales (Ades, Frutall, etc)",Papas fritas,Oreo,PIL,No,SANGUINEO.,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,No me involucro en una conversación personal con personas que no conozco.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,45,1155,Pilar es prima de Valeria,No se puede saber,19,F
Universidad Mayor de San Simon,FAC. CIENCIAS VETERINARIAS,YA EGRESADO,3 veces,Entre 3 o 4 días,Cafe,"Jugos frutales (Ades, Frutall, etc)",Nachos,Toddy,NORDLAND,Si,MELANCOLICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,No me involucro en una conversación personal con personas que no conozco.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",45,1190,Pilar es hija de Valeria,1,15,F
Universidad Mayor de San Simon,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",SEPTIMO,3 veces,Entre 5 o 6 días,Ninguna,Agua,Palitos de Tarwi,Oreo,DELICIA,No,COLERICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,No me involucro en una conversación personal con personas que no conozco.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,250,1256,Pilar es prima de Valeria,6,19,B
Universidad Mayor de San Simon,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",TERCERO,2 veces,Entre 5 o 6 días,Cereales en Lacteos,"Jugos frutales (Ades, Frutall, etc)",Papas fritas,Oreo,DELICIA,No,MELANCOLICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,30,1190,Pilar es sobrina de Valeria,No se puede saber,16,C
Universidad de Aquino Bolivia,FAC. CS.FARMACEUTICAS Y BIOQUIMICAS (Farmacia y Bioquimica),SEGUNDO,4 veces,Entre 3 o 4 días,Ninguna,"Jugos frutales (Ades, Frutall, etc)",Palitos de Tarwi,Toddy,DELICIA,No,FLEMATICO,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,Le pregunto si tiene algo de comer pues estoy hambriento.,1250,1155,Pilar es hija de Valeria,6,17,E
Universidad Catolica Boliviana,"FAC. HUMANIDADES Y CS. DE EDUCACION (Psicologia, Musica, Trabajo Socl)",SEGUNDO,3 veces,Entre 5 o 6 días,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)","Alafajores, Chocolate",Toddy,NORDLAND,No,MELANCOLICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Automáticamente hago una rápida retirada sin comprar nada en la tienda,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",45,1190,Pilar es prima de Valeria,6,17,C
Universidad Catolica Boliviana,"FAC. CIENCIAS ECONÓMICAS (Ing. Comercial, Economía, Contaduría Publica, etc)",SEGUNDO,3 veces,Entre 5 o 6 días,Cereales en Lacteos,Agua,Masitas en General.,Ricks,GLORIA,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,30,1190,Pilar es hija de Valeria,30,17,C
Universidad Catolica Boliviana,"FAC. DE CIENCIAS DE LA TIERRA (Ing. Civil, Geográfica, etc.)",CUARTO,4 veces,Todos los dias,Ninguna,Agua,Mani salado,Toddy,PIL,No,COLERICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Automáticamente hago una rápida retirada sin comprar nada en la tienda,Le pregunto si tiene algo de comer pues estoy hambriento.,1250,1155,Pilar es hija de Valeria,6,19,C
Universidad Privada Boliviana,"Facultad de ciencias de la producción (Ing. Agridustrial, Industrial, etc)",SEXTO,3 veces,Entre 5 o 6 días,Cereales en Lacteos,"Gaseosas(Coca Cola, Sprite, Fanta, etc)","Chupetes(Yogeta, Bombombun,etc.)",Ricks,PIL,No,FLEMATICO,"A veces, dependiendo de si siento que son accesibles o no.",Automáticamente hago una rápida retirada sin comprar nada en la tienda,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,2359,Pilar es hija de Valeria,1,17,B
Universidad Catolica Boliviana,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",SEPTIMO,2 veces,Entre 5 o 6 días,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)",Mani salado,"Mabel (Waflers, saladitas, etc)",NORDLAND,No,SANGUINEO.,"Sí, siempre; quiero aprender de sus experiencias y de todo lo que saben.",No me involucro en una conversación personal con personas que no conozco.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",1250,1155,Pilar es prima de Valeria,30,16,C
Escuela Militar de Ingenieria,"Facultad de ciencias Quimicas(Ing. Petrolera, Quimica)",TERCERO,3 veces,Todos los dias,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)","Chupetes(Yogeta, Bombombun,etc.)",Toddy,GLORIA,No,COLERICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Automáticamente hago una rápida retirada sin comprar nada en la tienda,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,45,1155,Pilar es prima de Valeria,6,17,F
Universidad Mayor de San Simon,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",SEGUNDO,4 veces,Entre 3 o 4 días,Yogurt,"Jugos frutales (Ades, Frutall, etc)",Mani salado,"Mabel (Waflers, saladitas, etc)",DELICIA,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Automáticamente hago una rápida retirada sin comprar nada en la tienda,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es sobrina de Valeria,6,15,B
Escuela Militar de Ingenieria,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",TERCERO,3 veces,Entre 5 o 6 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani Dulce,"Mabel (Waflers, saladitas, etc)",NORDLAND,No,FLEMATICO,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,250,1190,Pilar es prima de Valeria,No se puede saber,17,B
Escuela Militar de Ingenieria,"FAC. HUMANIDADES Y CS. DE EDUCACION (Psicologia, Musica, Trabajo Socl)",TERCERO,2 veces,Entre 3 o 4 días,Yogurt,"Gaseosas(Coca Cola, Sprite, Fanta, etc)","Alafajores, Chocolate","Mabel (Waflers, saladitas, etc)",DELICIA,Si,FLEMATICO,"A veces, dependiendo de si siento que son accesibles o no.",Automáticamente hago una rápida retirada sin comprar nada en la tienda,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",45,2359,Pilar es prima de Valeria,No se puede saber,19,D
Universidad Mayor de San Simon,"FAC. DE CIENCIAS DE LA TIERRA (Ing. Civil, Geográfica, etc.)",SEGUNDO,3 veces,Entre 5 o 6 días,Cereales en Lacteos,"Jugos frutales (Ades, Frutall, etc)",Mani Dulce,Ricks,DELICIA,Si,MELANCOLICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Automáticamente hago una rápida retirada sin comprar nada en la tienda,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,2359,Pilar es prima de Valeria,30,19,C
Universidad Franz Tamayo,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",TERCERO,4 veces,Entre 5 o 6 días,Cereales en Lacteos,"Jugos frutales (Ades, Frutall, etc)",Papas fritas,Ricks,NORDLAND,Si,COLERICO,"Sí, siempre; quiero aprender de sus experiencias y de todo lo que saben.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,1250,2359,Pilar es prima de Valeria,30,16,E
Universidad Catolica Boliviana,"Facultad de ciencias Quimicas(Ing. Petrolera, Quimica)",CUARTO,3 veces,Entre 5 o 6 días,Yogurt,"Jugos frutales (Ades, Frutall, etc)",Mani salado,Ricks,PIL,No,MELANCOLICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,No me involucro en una conversación personal con personas que no conozco.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,30,1256,Pilar es hija de Valeria,6,19,F
Escuela Militar de Ingenieria,"FAC. DE CIENCIAS DE LA TIERRA (Ing. Civil, Geográfica, etc.)",PRIMER,2 veces,Todos los dias,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)",Nachos,Toddy,GLORIA,Si,FLEMATICO,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,2359,Pilar es hija de Valeria,No se puede saber,17,B
Universidad Mayor de San Simon,"FAC. HUMANIDADES Y CS. DE EDUCACION (Psicologia, Musica, Trabajo Socl)",CUARTO,4 veces,Entre 5 o 6 días,Yogurt,"Jugos frutales (Ades, Frutall, etc)",Mani Dulce,Toddy,GLORIA,No,SANGUINEO.,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",250,1155,Pilar es sobrina de Valeria,30,17,D
Universidad Mayor de San Simon,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",SEXTO,3 veces,Entre 3 o 4 días,Cereales en Lacteos,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani Dulce,Toddy,PIL,Si,COLERICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,No me involucro en una conversación personal con personas que no conozco.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1190,Pilar es prima de Valeria,1,19,B
Universidad Catolica Boliviana,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",CUARTO,3 veces,Entre 3 o 4 días,Cafe,Agua,Papas fritas,Ricks,NORDLAND,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,30,1155,Pilar es sobrina de Valeria,6,17,F
Escuela Militar de Ingenieria,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",CUARTO,3 veces,Entre 5 o 6 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)","Alafajores, Chocolate",Ricks,NORDLAND,Si,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,No me involucro en una conversación personal con personas que no conozco.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,250,1155,Pilar es prima de Valeria,6,19,C
Universidad Privada Boliviana,"Facultad de ciencias de la producción (Ing. Agridustrial, Industrial, etc)",NOVENO,4 veces,Entre 5 o 6 días,Jugos Frutales,Agua,Mani Dulce,Ricks,NORDLAND,No,COLERICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",250,1155,Pilar es sobrina de Valeria,30,16,B
Escuela Militar de Ingenieria,"Facultad de ciencias Quimicas(Ing. Petrolera, Quimica)",SEXTO,4 veces,Todos los dias,Yogurt,"Jugos frutales (Ades, Frutall, etc)",Mani Dulce,"Mabel (Waflers, saladitas, etc)",DELICIA,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,2359,Pilar es sobrina de Valeria,1,19,C
UNIVALLE,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",TERCERO,4 veces,Entre 5 o 6 días,Jugos Frutales,Agua,"Alafajores, Chocolate","Mabel (Waflers, saladitas, etc)",NORDLAND,Si,SANGUINEO.,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",250,1256,Pilar es hija de Valeria,6,19,E
Universidad Catolica Boliviana,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",CUARTO,3 veces,Todos los dias,Yogurt,"Jugos frutales (Ades, Frutall, etc)",Papas fritas,Ricks,DELICIA,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",1250,1155,Pilar es sobrina de Valeria,30,16,B
Universidad Mayor de San Simon,"Facultad de ciencias de la producción (Ing. Agridustrial, Industrial, etc)",QUINTO,4 veces,Entre 1  o 2 días,Jugos Frutales,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Papas fritas,Oreo,PIL,No,COLERICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,1250,1155,Pilar es sobrina de Valeria,No se puede saber,17,C
Escuela Militar de Ingenieria,"Facultad de ciencias de la producción (Ing. Agridustrial, Industrial, etc)",SEXTO,3 veces,Entre 5 o 6 días,Lacteos,"Jugos frutales (Ades, Frutall, etc)",Papas fritas,Ricks,GLORIA,Si,FLEMATICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",250,1155,Pilar es prima de Valeria,6,15,B
Universidad Catolica Boliviana,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",SEGUNDO,3 veces,Entre 3 o 4 días,Yogurt,"Jugos frutales (Ades, Frutall, etc)",Mani Dulce,Toddy,DELICIA,No,COLERICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Automáticamente hago una rápida retirada sin comprar nada en la tienda,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,45,1155,Pilar es sobrina de Valeria,6,17,B
Escuela Militar de Ingenieria,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",SEPTIMO,3 veces,Entre 3 o 4 días,Yogurt,Agua,Mani salado,Ricks,PIL,No,MELANCOLICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,1250,1256,Pilar es hija de Valeria,6,19,D
Universidad Mayor de San Simon,"FAC. HUMANIDADES Y CS. DE EDUCACION (Psicologia, Musica, Trabajo Socl)",CUARTO,3 veces,Entre 5 o 6 días,Cereales en Lacteos,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Papas fritas,Oreo,DELICIA,No,COLERICO,"Sí, siempre; quiero aprender de sus experiencias y de todo lo que saben.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,45,1256,Pilar es hija de Valeria,6,19,B
Universidad Mayor de San Simon,"FAC. CIENCIAS ECONÓMICAS (Ing. Comercial, Economía, Contaduría Publica, etc)",TERCERO,3 veces,Entre 5 o 6 días,Yogurt,"Jugos frutales (Ades, Frutall, etc)",Papas fritas,"Mabel (Waflers, saladitas, etc)",GLORIA,Si,COLERICO,"Sí, siempre; quiero aprender de sus experiencias y de todo lo que saben.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,250,1190,Pilar es prima de Valeria,1,15,B
Universidad Catolica Boliviana,"Facultad de ciencias Quimicas(Ing. Petrolera, Quimica)",SEGUNDO,3 veces,Entre 5 o 6 días,Cereales en Lacteos,Agua,Palitos de Tarwi,"Mabel (Waflers, saladitas, etc)",PIL,Si,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",45,1256,Pilar es prima de Valeria,6,17,E
Universidad Catolica Boliviana,"Facultad de ciencias Quimicas(Ing. Petrolera, Quimica)",SEGUNDO,4 veces,Entre 3 o 4 días,Yogurt,"Jugos frutales (Ades, Frutall, etc)",Papas fritas,Ricks,DELICIA,Si,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,45,1190,Pilar es prima de Valeria,6,19,D
Universidad Catolica Boliviana,"FAC. DE CIENCIAS DE LA TIERRA (Ing. Civil, Geográfica, etc.)",QUINTO,4 veces,Entre 5 o 6 días,Cereales en Lacteos,"Jugos frutales (Ades, Frutall, etc)",Mani salado,Toddy,GLORIA,Si,FLEMATICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,250,1256,Pilar es sobrina de Valeria,6,17,C
Universidad Catolica Boliviana,"Facultad de ciencias de la producción (Ing. Agridustrial, Industrial, etc)",CUARTO,4 veces,Entre 3 o 4 días,Jugos Frutales,Agua,"Chupetes(Yogeta, Bombombun,etc.)",Toddy,GLORIA,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",Automáticamente hago una rápida retirada sin comprar nada en la tienda,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",45,1155,Pilar es sobrina de Valeria,6,16,E
Universidad Privada Boliviana,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",CUARTO,4 veces,Entre 5 o 6 días,Cereales en Lacteos,"Jugos frutales (Ades, Frutall, etc)",Palitos de Tarwi,Ricks,DELICIA,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",250,1256,Pilar es hija de Valeria,6,19,C
Universidad Franz Tamayo,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",TERCERO,3 veces,Entre 5 o 6 días,Cereales en Lacteos,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani Dulce,Ricks,PIL,Si,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",250,1256,Pilar es prima de Valeria,30,19,C
Escuela Militar de Ingenieria,"FAC. DE CIENCIAS DE LA TIERRA (Ing. Civil, Geográfica, etc.)",CUARTO,4 veces,Entre 1  o 2 días,Cafe,"Jugos frutales (Ades, Frutall, etc)",Mani Dulce,Ricks,GLORIA,Si,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,1250,1155,Pilar es sobrina de Valeria,30,19,F
Universidad Mayor de San Simon,FAC. CS.FARMACEUTICAS Y BIOQUIMICAS (Farmacia y Bioquimica),CUARTO,3 veces,Entre 3 o 4 días,Cereales en Lacteos,"Jugos frutales (Ades, Frutall, etc)","Chupetes(Yogeta, Bombombun,etc.)",Ricks,DELICIA,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Automáticamente hago una rápida retirada sin comprar nada en la tienda,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",250,1190,Pilar es prima de Valeria,30,19,C
Universidad Catolica Boliviana,"Facultad de ciencias Quimicas(Ing. Petrolera, Quimica)",CUARTO,4 veces,Entre 3 o 4 días,Cereales en Lacteos,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani salado,Oreo,PIL,Si,SANGUINEO.,"Sí, siempre; quiero aprender de sus experiencias y de todo lo que saben.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,1250,1190,Pilar es sobrina de Valeria,1,19,C
Universidad Mayor de San Simon,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",CUARTO,3 veces,Entre 1  o 2 días,Cereales en Lacteos,"Jugos frutales (Ades, Frutall, etc)",Papas fritas,Ricks,DELICIA,No,FLEMATICO,"Sí, siempre; quiero aprender de sus experiencias y de todo lo que saben.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,250,1190,Pilar es hija de Valeria,6,19,B
Universidad Privada Boliviana,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",CUARTO,3 veces,Entre 5 o 6 días,Cereales en Lacteos,Agua,Mani Dulce,Toddy,NORDLAND,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,2359,Pilar es sobrina de Valeria,6,17,E
Universidad Simon I. Patiño,"FAC. HUMANIDADES Y CS. DE EDUCACION (Psicologia, Musica, Trabajo Socl)",SEPTIMO,3 veces,Entre 5 o 6 días,Yogurt,"Jugos frutales (Ades, Frutall, etc)","Chupetes(Yogeta, Bombombun,etc.)",Toddy,NORDLAND,Si,FLEMATICO,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,250,1190,Pilar es sobrina de Valeria,30,17,E
Instituto Militar (COL. MIL.  E.N.M. COL. MIL. AV. ),"Facultad de ciencias de la producción (Ing. Agridustrial, Industrial, etc)",TERCERO,4 veces,Entre 5 o 6 días,Jugos Frutales,Agua,Mani Dulce,Toddy,DELICIA,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,No me involucro en una conversación personal con personas que no conozco.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,45,1190,Pilar es sobrina de Valeria,30,17,E
Universidad Mayor de San Simon,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",TERCERO,4 veces,Entre 5 o 6 días,Yogurt,Agua,Papas fritas,Toddy,NORDLAND,Si,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es prima de Valeria,30,17,F
Universidad de Aquino Bolivia,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",QUINTO,3 veces,Entre 5 o 6 días,Cereales en Lacteos,"Jugos frutales (Ades, Frutall, etc)",Mani Dulce,"Mabel (Waflers, saladitas, etc)",DELICIA,No,MELANCOLICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Automáticamente hago una rápida retirada sin comprar nada en la tienda,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es sobrina de Valeria,30,15,E
Universidad de Aquino Bolivia,Falcultad de Medio Ambiente (Ing. Ambiental.),CUARTO,2 veces,Entre 5 o 6 días,Yogurt,"Jugos frutales (Ades, Frutall, etc)",Papas fritas,Ricks,NORDLAND,Si,COLERICO,"Sí, siempre; quiero aprender de sus experiencias y de todo lo que saben.",No me involucro en una conversación personal con personas que no conozco.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",250,1155,Pilar es prima de Valeria,6,19,B
Escuela Militar de Ingenieria,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",SEGUNDO,2 veces,Entre 1  o 2 días,Cafe,"Jugos frutales (Ades, Frutall, etc)",Palitos de Tarwi,Toddy,DELICIA,Si,FLEMATICO,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",45,1190,Pilar es prima de Valeria,6,17,C
